Base Peak MZ,Component RT,Base Peak Area,Component Area,Compound Name,Match Factor,Sample Name,File Name
93,7.68260379606802,5942.79923661629,12279.3917283646,"1,3,6-Octatriene, 3,7-dimethyl-, (Z)-",92.689951816204,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
95.07,7.76010214109615,2307.3878854382,11757.0024141978,Santolina epoxide,77.3433533529947,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
95.07,7.83554498685169,12769.4519723809,90042.2485056783,Santolina epoxide,77.6529553526005,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
82.93,7.83960671825911,1227.08394629479,2763.50506140755,4-Methyl-2-octyn-4-ol,69.6639142108748,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
122.1,7.84486806551307,1174.00005408097,1182.01862705237,"Glutaric acid, 2-(4-fluorophenyl)ethyl octyl ester",56.5984560765287,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
83,7.86649983504433,164780.782798202,258408.122466943,"1,5-Heptadien-4-one, 3,3,6-trimethyl-",96.964226231847,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
69,7.86702086951029,595.659076255797,410.291030565337,"1H-1,2,3-Triazole",53.6755615938583,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
93,7.91388591412084,1426.2251099987,6990.06277425423,"Benzenemethanol, .alpha.,4-dimethyl-",82.9614444414472,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
93.1,7.91565295129955,931.98094698334,3967.99080048949,.alpha.-Phellandrene,78.433129855443,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
83.93,7.93548174783384,322.408709742526,191.410939516502,"2-Methyl-4-phenoxy-5,6-diphenyl-2H-pyridazin-3-one",73.8797314655615,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
39.88,7.95500665200768,122.049723441695,948.700108029321,Pentafluoroguanidine,63.0630743769788,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
82.05,8.03136837063964,1349.31463957594,4334.5701691344,"Butanoic acid, 3-hexenyl ester, (E)-",72.8082999748839,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
82,8.03143581466843,1357.49286777685,5797.91592754235,"Butanoic acid, 3-hexenyl ester, (Z)-",70.9920111602069,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
79.05,8.06119755016473,332.374693169084,945.067938519149,"Bicyclo[3.1.0]hexane, 6-methylene-",73.1213327328465,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
105,8.07048622044512,5088.84599209679,12883.1261597431,Acetophenone,89.8986315546965,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
76.96,8.08389913218774,534.072565174101,1359.53002858903,N-Benzoylimidazole,71.3999461222509,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
76.95,8.08541657911289,599.051824901293,1162.9118934037,O-Benzoylbenzohydroximidoyl chloride,71.399115801084,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
147,8.10514622872233,242.577061959835,554.458935592155,"Pyridine, 2-(1,3,4-oxadiazol-2-yl)-",50.7358413945654,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
98,8.13096434660214,795.960215984345,1856.8454390867,"Pentan-1-one, 1-phenyl-5-(1-piperidinyl)-",59.7851209442863,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
69.04,8.17742011934113,343.695516357414,2032.5337360607,Norflurane,62.6044777525317,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
70.03,8.17995538406204,2498.70845977403,6145.48582663315,"Cyclobutanecarboxylic acid, 3-methylbutyl ester",74.7816413794888,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
83.04,8.20512943753303,2678.42540866263,21647.6496786566,"1-Pentyn-1-ol, 4-methyl-",54.5781726199497,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
85,8.20667401109783,41182.0863249871,112807.014747522,"1,5-Heptadien-4-ol, 3,3,6-trimethyl-",96.5918496484135,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
91,8.20917845100448,3134.93382813376,22431.6973494252,"Benzene, (1-methoxypropyl)-",55.8591887280566,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
70,8.21342289106483,2498.70845977403,12238.6498459999,"Proline, 2-methyl-5-oxo-, methyl ester",69.6228079513097,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
57.02,8.21933061852503,799.163086186212,393.991794186989,Propylene Carbonate,56.2279753132838,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
42.97,8.22030661419869,395.906380975216,1480.23666498939,"Acetamide, N-2-propenyl-",76.6963286084788,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
43.02,8.22031148352217,780.0200392128,4281.75238108378,2-Butoxyethyl acetate,82.5194070271955,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
43,8.22109147091486,780.0200392128,2424.21812916096,sec-Butyl acetate,81.1754442008012,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
57,8.22218895409139,669.931862475144,3945.46452688386,"2-Propenoic acid, 2-methyl-, 1,1-dimethylethyl ester",80.5292948908582,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
57.01,8.22256469027138,262.45081780625,1087.7184969609,3-Buten-2-ol,68.4164573628677,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
57.05,8.22304134199018,1565.31006406688,4983.19010378249,"Heptane, 4-azido-",79.6197502744142,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
57.04,8.22330877463001,669.931862475144,3475.74803184338,"1-Butanol, 2-methyl-, propanoate",70.5420663500657,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
57.03,8.22382461670234,409.151562253953,1494.20302232816,"Propanoic acid, 2-methylpropyl ester",76.467922265025,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
56,8.22382495086345,320.814107006074,1494.29884065844,sec-Butyl acetate,73.640332039878,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
57,8.22398916707679,1884.41858370208,5260.11906717183,"Heptane, 4-(1-methylethyl)-",66.7142981760166,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
147,8.22431518701554,2334.71591365528,6671.25678256575,"Propanoic acid, 2,2-dimethyl-, sodium salt",72.6208737616757,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
42.98,8.22543132697086,782.219387930599,5796.67268103869,"5-Isoxazolecarboxylic acid, 4,5-dihydro-3,5-dimethyl-, methyl ester, (R)-",74.5387754992597,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
43,8.22593295237696,501.208595216975,1232.24723041154,Acetyl valeryl,89.0342325481402,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
57.01,8.22653083548316,386.115607236781,779.757525158774,Morpholine,76.7859839485522,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
56,8.22722819452868,2081.40427746583,4894.02658167888,"Pentane, 3-methyl-",76.9683494473196,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
43,8.23007268745631,563.809830942487,249.474620665074,Propylene Carbonate,60.0847543944464,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
56.02,8.23087676194387,736.59914656304,3087.61846469086,"Propanoic acid, 2-methylpropyl ester",63.8524330208218,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
57,8.23456160490313,778.216234249546,1094.68425616287,"Propane, 1-(chloromethoxy)-2-methyl-",63.5745291277991,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
43,8.2357510387333,680.842936512947,1899.93334158846,"1,1-Ethanediol, diacetate",68.6858965812423,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
46.91,8.23665880781821,1013.71533092212,3133.15835505056,"Ethanol, 2,2'-oxybis-, diacetate",55.4193544254371,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
57.02,8.23715237049491,1709.32701529694,6358.75058643807,2-n-Propylaziridine,81.7802453576122,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
42.98,8.25491303144357,486.338111045762,1649.06552685921,"2(3H)-Furanone, 5-acetyldihydro-",82.4343857969682,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
43,8.25707902156505,486.338111045762,330.461329588516,"2,3-Pentanedione",53.8633860773842,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
69,8.2848869377059,1716.91250484364,2668.13026355973,"Acetic acid, trifluoro-, anhydride",83.5009786294025,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
83.93,8.29221713378807,733.136538415017,1755.46901070042,"Cyclopentanone, 2-octyl-",65.5654792107967,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
84,8.30610503462388,485.761312385692,1542.82270584936,"1-Octyn-3-ol, 3-methyl-",54.1403169555928,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
83.92,8.30673290415262,481.182776805986,1879.67423993336,"Cyclopentanecarboxylic acid, 4-methylpentyl ester",67.1146596701923,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
83.93,8.3106471666927,733.136538415017,786.218865722384,"1,5-Heptadien-4-one, 3,3,6-trimethyl-",57.1756746825058,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
69,8.31349025152105,2550.01927863597,284.372462356092,Norflurane,61.8776585547605,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
83.92,8.38734860441751,275.412804663994,644.858049287821,Dicyandiamide,62.4979953116197,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
35.03,8.38903980033294,163.7320896759,914.950507158714,2-Cyanosuccinonitrile,70.7342702937357,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
69,8.3924045142453,434.381068106826,1021.59459170569,N-Cyclopropanecarbonylcyclopropanecarbohydrazide,70.6698390280215,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
42.97,8.40150017180618,575.13697449399,1756.24425238686,"Sulfurous acid, isobutyl pentyl ester",84.4683276833281,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
55.02,8.40889950950685,932.40082197384,3695.23458908956,n-Propyl acrylate,78.1446284894978,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
69,8.41505686561071,2537.04759091474,5146.50926841358,Norflurane,77.6045382534854,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
85,8.43340498306659,748.42109549141,1599.07879805718,"3,3-Difluorocyclopentanecarboxylic acid, TMS",50.781498643606,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
82.93,8.4335489409885,902.543763793944,1240.48799994593,"1,5-Dicyano-2,4-dimethyl-2,4-diazapentane",58.0898066538137,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
93.06,8.43862930232205,506.411919087162,1989.14603608164,"1-Butanol, 4-(phenylmethoxy)-",54.6873202899055,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
92,8.45502429696703,521.861423339837,368.882255496668,4-[N'-(4-Methoxy-benzoyl)-hydrazino]-4-oxo-butyric acid methyl ester,54.1691563283944,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
105,8.47169544147153,16615.6918854292,43018.8599866468,"Benzoic acid, methyl ester",97.2151605953763,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
70,8.49252943194825,3137.67314174652,8702.47175017676,3-Methyl-3-hexene,73.7499913876611,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
70.03,8.49264337631826,3137.67314174652,7398.10561730913,"2-Butenoic acid, 3-hexenyl ester, (E,Z)-",63.7434120822753,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
69.99,8.49425165034129,539.784405223842,3084.38862104733,"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-",64.8932163056218,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
70,8.49561282526526,539.784405223842,3417.93263133211,"1-Hexene, 4-methyl-",70.0227206077055,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
69,8.49583888138217,1649.56994166902,3052.98733489844,"2-Propenoic acid, 2-methyl-, octyl ester",66.9363201756771,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
70,8.50014995565857,1097.58476362419,5654.76829771893,"1-Propanone, 1-cyclopropyl-",71.6121318898664,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
70.02,8.50015666968467,1097.58476362419,5525.63271536053,"2-Propenoic acid, 2-methyl-, 2-propenyl ester",72.238461422195,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
41,8.50368880194373,481.187522503256,1819.11269043551,"Propane, 1-bromo-2-methyl-",64.310163311235,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
147.01,8.52940347691882,171.100454148959,310.731004868993,"Benzhydrazide, N2-(bicyclo[2,2,1]hept-5-en-2-yl)-4-(1-methylethyl)-",53.8266074562437,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
147,8.54369962256729,1874.3404688425,313.829996966444,"Imidazole, 4-fluoro-5-methyl-2-trifluoromethyl-",53.7504761852872,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
84,8.64463665233176,258.724310165404,666.343687809662,(S)-(+)-1-(2-Pyrrolidinylmethyl)-pyrrolidine,62.8996943981567,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
42.98,8.66399392257324,895.017127929685,2333.26812295399,"Disulfide, dipropyl",83.1700593685981,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
69.03,8.67779405575372,7544.1892441526,24838.8854603033,"(E)-4,8-Dimethylnona-1,3,7-triene",92.2037344934096,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
68.99,8.67938726797163,1559.15328127286,3629.75458122379,Geranyl nitrile,62.9489935720692,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
69,8.67997453043467,1559.15328127286,4153.46603067315,"Furan, 3-(4-methyl-3-pentenyl)-",62.1361959069471,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
83.93,8.7717323815819,457.304347054892,761.819437523793,"2-Butenal, 2-methyl-",69.0447925656698,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
281,8.84199685453183,792.37498533058,1243.84526627619,"1-(4-Nitrophenyl)-3-phenyl-5,6-dihydro-4H-pyridazine",53.3966366442027,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
46.91,8.84297696471637,609.130972864152,1753.0467199244,"Propane, 2-bromo-1-chloro-",50.6428244300517,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
40,8.88672907270774,303.879805679317,1293.63772708131,"Acetamide, 2-cyano-",73.7404369455847,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
39.88,8.92108300284529,188.633498964183,625.982120893606,2-Cyanosuccinonitrile,66.6835378052779,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
73.04,9.07435199014757,26275.8146299314,115873.012438429,"Cyclopentasiloxane, decamethyl-",97.1491141216645,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
73.03,9.0745597797574,14349.5270673225,64376.7820745029,"Cyclopentasiloxane, decamethyl-",95.9341856209526,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
73,9.07502659275423,2126.23427655574,2143.07534827722,"Cyclopentasiloxane, decamethyl-",84.0785938805629,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
73,9.07556940886404,1487.61167419773,2997.17063484712,"Cyclopentasiloxane, decamethyl-",69.7447416216778,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
73.03,9.07723592628717,597.772787864892,1194.34356668083,"Cyclopentasiloxane, decamethyl-",64.510475683788,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
73,9.0772916677144,349.195753440857,1033.68728360494,"Cyclopentasiloxane, decamethyl-",63.3934919212922,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
73.03,9.07729644081689,909.230362349609,1595.98126660016,"Cyclopentasiloxane, decamethyl-",60.1929783568933,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
355,9.07973892106227,534.303250568377,2112.72640932381,"Cyclopentasiloxane, decamethyl-",83.9327923189754,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
73,9.08002226626199,5754.70515381429,23820.3322954274,"Cyclopentasiloxane, decamethyl-",93.831708727485,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
73.03,9.08106175798332,349.195753440857,973.044566704969,"2-Amino-5-hydroxybenzoic acid, 3TMS derivative",62.0982260924388,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
43,9.13224930133792,2368.7526359338,14073.4870514063,3-Methylheptyl acetate,93.8174054685346,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
84,9.1510112475993,149.837872299757,549.327983816628,"Ritalinic acid, TMS derivative",51.9740405874122,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
95,9.31722310799587,769.872953668748,1900.25043630999,Camphor,56.5813517505276,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
84,9.39939768420072,326.886637598857,845.902179400489,Pipradrol,56.6418992193248,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
77.96,9.40913159513947,69.8301424120644,198.482375857217,2-Cyanosuccinonitrile,67.7884579874872,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
57,9.44613423115252,778.241781933569,2755.22360513049,"Undecane, 3-methyl-",81.0234551501025,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
91.05,9.44912880332491,466.935373109609,1137.76548641117,"Carbonic acid, monoamide, N-decyl-, benzyl ester",72.7781552375607,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
57,9.45222686497036,331.404736688748,944.419310992929,"Sulfurous acid, 2-ethylhexyl hexyl ester",74.5845453092872,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
40,9.54704097982474,214.77001942254,628.672361066869,2-Cyanosuccinonitrile,60.3769131214678,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
39.88,9.60467246289375,233.340350352915,676.301135553179,2-Cyanosuccinonitrile,57.7788664563844,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
83.94,9.60913650344453,288.560570854181,770.650694506564,"2-Pyrrolidinone, 5-(cyclohexylmethyl)-",53.3006044521413,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
86,9.63370858086409,6431.32112006759,1100.48182214123,Nicametate,56.4377570766715,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
44.93,9.7558789855483,528.38596918296,463.058175005131,"Propanoic acid, ethenyl ester",58.5772101096703,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
45,9.7571228666871,528.38596918296,1279.73844645091,Ethylene glycol monoisobutyl ether,53.5952311733375,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
44.91,9.76369932830864,384.612686017985,708.652157523795,Dimethylamine,77.7647195921099,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
44,9.76599187575288,116.121185285578,343.67981624455,"Acetamide, 2-cyano-",59.7591575845384,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
45,9.77279426657716,392.062722895632,798.041599993882,"Propane, 2-ethoxy-",80.5035837048556,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
56.02,9.83043206941321,619.477167236319,2904.16510478809,"Oxirane, (1-methylethyl)-",61.8910698511726,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
41.91,9.85498233188312,349.710182463643,2233.23499696001,"3H-1,2,4-Triazol-3-one, 1,2-dihydro-",66.7909438384667,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
41,9.86049731421829,547.944063332979,562.67362886575,"Butyric acid, 4-(2-carbamoylpyrrolidin-1-yl)-4-oxo-",53.9768541418999,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
57.06,9.86367953837498,1425.8188219757,5590.74965134988,"Pentane, 2,2,3,4-tetramethyl-",90.8085085599408,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
57,9.86424152410027,1534.12648220252,4610.22081779149,"Butane, 2,2-dimethyl-",94.1925906968367,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
57.01,9.86428641805028,1953.15960589293,8080.49787376231,"Hexane, 2,3,4-trimethyl-",91.014101807176,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
57,9.86472588004939,1074.79293036856,5105.39496364457,Octane,88.7931631497668,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
57.04,9.86537857117021,1765.42871677397,6188.71211200574,"Pentane, 2,2,3,4-tetramethyl-",83.4337060065325,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
57.04,9.86574460831433,1590.90924193228,4983.18501859788,"Sulfurous acid, isobutyl pentyl ester",81.9789785741054,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
57,9.86584937055462,1786.15740147162,7641.93183872232,Octane,80.8140315744586,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
57.02,9.8665661857019,1786.30535369309,7696.88059403146,"Pentane, 2,3,3-trimethyl-",82.2822449232075,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
57.01,9.86681926636078,1081.80891304587,4540.93743137408,"Butane, 2,2-dimethyl-",86.3170860929384,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
57,9.86709055397368,2083.52568817597,9680.88043386029,"Nonane, 2-methyl-",92.055443477264,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
57.05,9.86713806533638,1861.60773213186,6034.32768513872,"3,4-Hexanedione, 2,2,5-trimethyl-",82.0900101302448,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
57.05,9.86743870665941,1757.82007789137,6201.59432119977,"Pentane, 2,2,3,4-tetramethyl-",86.4627187978612,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
57.05,9.86748260901138,1499.57682153704,6449.80173574368,"Pentane, 2,3,3-trimethyl-",87.377882236499,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
57.01,9.86782752513123,1331.43182105731,5384.08382026005,"3,4-Hexanedione, 2,2,5-trimethyl-",82.5429398188339,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
57.05,9.8680045183963,1580.60315168095,6679.99620282423,"Pentane, 2,2,3,4-tetramethyl-",87.8061525086451,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
57,9.86824817733224,1437.00189765069,5063.32136496354,"3,4-Hexanedione, 2,2,5-trimethyl-",86.235731767532,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
57.05,9.86828110755372,1437.00189765069,5003.42878347371,Acetyl valeryl,85.9276872982295,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
57.05,9.86879112114653,1697.35237701996,7359.16570808012,"Heptane, 3,4-dimethyl-",87.4159934850053,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
57.02,9.86902273925058,1776.60728828851,7134.63596086345,"Pentane, 2,2,3,4-tetramethyl-",90.3209324790301,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
57,9.86933551366005,1331.43182105731,2940.39052389807,"Pentane, 2,4-dimethyl-",78.9720877166798,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
57.03,9.86941796389699,1721.12866240694,7766.83456786439,"Hexane, 2,3,4-trimethyl-",87.4398134129811,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
57,9.86949325116216,1559.79454095308,7804.52304575568,"Hexane, 2,3,4-trimethyl-",93.1662434758567,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
57.04,9.86949409186847,1559.79454095308,8118.22856897282,"Pentane, 2,3,3-trimethyl-",89.0392268440292,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
57,9.87074984200967,1869.23549157303,8127.14686157729,Octane,90.6687345160824,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
71,9.87094276385331,917.160933906555,2192.55673596311,"Fumaric acid, pentyl tetrahydrofurfuryl ester",53.6511477916096,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
57.02,9.87139471668871,1668.82978174404,7174.45750396872,"Decane, 2,4-dimethyl-",86.8024179734037,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
57.02,9.87173757114199,1534.12648220252,1201.63201488542,"Butane, 2,2-dimethyl-",88.1300963400228,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
71.03,9.87258726234787,962.283788106897,1338.09885172351,"Fumaric acid, pentyl tetrahydrofurfuryl ester",50.5481427121265,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
83.92,9.95341263733564,650.906198822022,884.629722428638,Clemastine,59.2270653188298,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
84,9.95849549740547,650.906198822022,507.316644788295,"3-tert-Butyl-2-oxo-1,3-oxazolidine",70.9347894841668,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
39.9,9.97828672693709,663.417601301566,974.156906287137,Borane carbonyl,71.4830816325007,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
119.98,9.99555147919038,8956.13402718654,30960.0334059457,Methyl salicylate,94.1721516140896,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
92,9.99783407197266,6131.93400760851,13315.2313022092,"Methyl 1-methyl-1,2-dihydropyridine-3-carboxylate",52.8960185025149,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
40,10.0269635348207,822.3993660702,1699.24042592613,2-Cyanosuccinonitrile,71.0849545078505,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
