Base Peak MZ,Component RT,Base Peak Area,Component Area,Compound Name,Match Factor,Sample Name,File Name
250.97,22.7662111949661,576.614373463623,1153.22185501795,"Thiazole, 4-[1,1'-biphenyl]-4-yl-2-methyl-",56.9597787462322,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
91,22.7675006982412,136.320512543421,416.907389029601,4-Benzyloxy-2-methyl-1-buten-3-one,61.6505423016413,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
43.94,22.8686833155782,121.172689988127,113.837605548846,"Silane, diethylhexadecyloxy(4-methoxyphenoxy)-",66.3023239747971,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
119,22.9061039374336,1139.37192578128,1687.49109738173,"Propanoic acid, pentafluoro-, ethyl ester",57.6829583118393,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
268,22.9144592542976,127.85121029663,308.095471385186,"Methanone, (4-fluorophenyl)[4-(trifluoromethyl)phenyl]-",55.4741397033421,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
192,22.9443562665351,682.870469285959,841.905473872861,"Acetanilide, N-(dimethylcarbamoylmethyl)-4'-(isopentyloxy)-",50.4555777342696,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
191.93,22.9459150604494,682.870469285959,1864.11864860903,"(+)-1,2,3,4-Tetrahydroisoquinolin, 1-phenylmethanol, 6,7-dimethoxy-",52.6744435378433,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
74.98,23.0418561163908,446.955067932125,1198.94828737331,"4-Fluorophenylmethylcarbinol, TMS derivative",52.5470630276949,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
207,23.0586459175889,911.018396089692,1139.41662780518,"6-Fluoroindole, TMS derivative",53.8237781213748,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
43.95,23.0670413575283,393.535155334483,155.127341934647,"Acridine, 1,2,3,4-tetrahydro-5-phenyl-",61.7544806842966,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
39.89,23.0715028781279,159.186933085777,418.26820279191,Methylene chloride,54.1346072937513,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
283,23.1040323286474,244.07058305882,410.914916990449,"4-(Furan-2-yl)-1-(furan-2-ylmethyl)-4H,5H,7H-pyrazolo[3,4-b]pyridin-6-one",60.3213193024021,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
177,23.1397121173912,146.107765697483,353.193876504669,"2-(1,1-Dimethylethyl)-6-(1-methylethyl)phenol",50.0489784135901,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
103,23.1649940837673,620.744921589858,1804.13017990052,Benzofuroxan-5-carboxamide,62.1904360942877,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
86,23.1689886860939,158.455285191203,131.994035417482,"Methane-d, trichloro-",54.068856077233,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
38.98,23.2031992631377,155.253164871153,302.851333063851,3-Iodothiophene,50.1961469306463,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
84,23.2086425856716,155.000138269274,80.8626153603169,"2,4-Pyrrolidinedione, 3-(1-anilinoethylidene)-5-benzyl-",50.6473947823076,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
43.94,23.227175496803,265.132806003723,164.662079017307,N-(1-Naphthylmethylene)aniline,63.1677768770911,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
254,23.2545169084335,1495.13291931724,205.850897085392,m-Terephthalanisidide,72.139477175536,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
253.96,23.2773385666717,1495.13291931724,680.279445879508,"1,3-Dimethyl-7-phenyl-1H-imidazo[1,5-b][1,2,4]triazepin-2(3H)-one",55.5402351978753,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
73.98,23.3022299277147,571.60098878098,1372.10442601029,2-Amino-4-methyl-4-pentenoic acid,55.6827702221762,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
192,23.3075764412309,1224.27099260902,3018.62395778143,"Thiocyanic acid, 2-benzothiazolyl ester",61.3669478855307,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
103,23.3080473379462,636.822635087959,271.137217581564,"Cyclohexanamine, 1-allyl-N-(2-furfuryl)-",56.9823452554767,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
39,23.337886144029,163.101562990379,163.509166510728,"2-Chloro-6-methylthiophenol, S-(tert-butyldimethylsilyl)-",52.7622852259243,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
248.06,23.3659484743259,131.260720985412,290.543967475513,"1,2,3,6,7,8-Hexahydro-10H-cyclopenta[4,5]thieno[2,3-d]pyrrolo[1,2-a]pyrimidine-10-thione",59.6496336756787,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
249,23.3722256159121,2040.37538933564,656.673504380708,"Azetidine, 2-methyl-1-[3,3,3-trifluoro-1-oxo-2-(trifluoromethyl)propyl]-",65.1109975241152,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
171.92,23.3789924131634,36.5065092029564,129.5958998358,"Ethenylcyanide, 3-[3,4-methylenedioxyphenyl]-",58.5905535210293,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
41,23.4096339934755,437.186374580567,149.953432743545,"2-Propenoic acid, 2-methyl-",55.1710693026917,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
43,23.4152166177594,904.004079914096,2277.45392849553,"2,3,4-Trifluorophenol, acetate",50.8987503354735,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
251,23.430872665554,3681.28228022193,216.740715226881,5-Benzyloxyindole-3-carboxaldehyde,57.8213220917369,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
75,23.4522515467727,3718.71564854245,4409.65891551639,"5-(2,2-Dimethoxyethyl)-4-(4-methoxyphenyl)-3-methyl-1H,4H-pyrrolo[3,4-c]pyrazol-6-one",52.4212810695944,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
324.11,23.4561620893779,74.4232029647822,236.549419180576,"15.beta.-Acetylamino-17.beta.-acetyloxy-3-methoxyestra-1,3,5(10)-trien-14.alpha.-ol",65.3050441261069,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
253.97,23.5125636403926,1532.67290744305,2267.92534986614,"Pentafluoropropanoic acid, 3-methylphenyl ester",58.5139686121598,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
191.93,23.5214639261955,744.996641729346,305.489571650764,"Benzoic acid, p-((1-(dimethylcarbamoyl)ethyl)amino)-, ethyl ester",64.005321858739,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
95.97,23.545677796861,295.487200042719,1437.27916734091,"1,4-Dihydro-4-oxopyridazine",54.4898613103211,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
191.93,23.5688501919388,160.432753013608,219.311630978966,"5-(7,8-Dimethoxy-3a,9b-dihydro-4H-chromeno[4,3-d]isoxazol-1-yl)-2-isopropenyl-2,3-dihydro-1-benzofuran-3-yl acetate",66.8932923511749,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
115,23.5710884391986,303.049423536296,708.654619145439,"Glutaric acid, hexyl pent-4-enyl ester",51.1586975508196,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
251,23.5821262407662,2429.73846049881,3038.14761991426,"Acetamide, 2-cyano-2-[3,4-dihydro-2-(2-hydroxyphenyl)-6-methylpyrimid-4-ylideno]-",54.4942302461875,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
44,23.5987827497707,496.046270830246,950.446276361277,"2,5-Dimethoxy-4-propylamphetamine",54.0541247127889,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
43.02,23.6344257799578,180.850627656488,541.29232299102,4-Penten-2-one,76.3268175340554,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
119,23.6656316658078,327.594484535223,914.252826635838,"Sarcosine, N-(4-methylbenzoyl)-, propyl ester",50.7615641512716,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
165,23.682940313551,385.574960481637,124.924910446039,p-Decylphenoxyacetic acid,64.8508973082184,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
210,23.6982302350996,1293.33745952606,887.446686099392,"N-(1-(benzo[d][1,3]dioxol-5-yl)-2-methylpropan-2-yl)-2,2,3,3,4,4,4-heptafluoro-N-methylbutanamide",55.7236778540492,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
179,23.7036169762707,2107.16096658135,2455.37119515311,"1-(tert-Butyl)-2-cyano-3,3-dimethylpiperidine",51.6932343853496,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
133.92,23.7442048900902,561.464922126777,626.560693729775,"1,3-Dithiole-2-thione, 4-phenyl-",53.7840081598565,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
267.92,23.757311166924,598.968280986776,1044.03646480026,"2-Methoxy-5-(2-methyl-1,3-oxazol-5-yl)benzenesulfonamide",51.9695520887387,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
48.95,23.7610029477693,86.2188192320295,103.306437486887,p-(2-Amino-6-methyl-4-pyrimidinylamino)benzoic acid,67.9054100860892,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
44,23.7738618875006,534.82823632811,476.743838194009,"Succinic acid, diamide, N,N,N',N'-tetrahexyl-",51.8466503055941,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
415,23.8003967356922,184.323841889382,396.260741129548,"Cholestan-2-amine, N,N-dimethyl-, (2.alpha.)-",59.7380087035355,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
342,23.8125808420352,545.850408134471,908.529645450889,"2-(Ethylamino)ethanol, N-heptafluorobutyryl, O-(tert-butyldimethylsilyl)",52.8350987975333,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
116.95,23.8374228909526,153.010946838374,471.583325411549,"Chromium, cyclopentadienyl-tetrahydronaphthalene",55.2749544084074,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
115,23.8405721507936,246.604619343186,331.375520069067,"2-Butenoic acid, 3-amino-, methyl ester",51.4187537247593,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
95.97,23.8469504141798,471.590835623172,964.888674885617,Isoxazole-5-carbonyl chloride,66.8754810214778,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
96.88,23.8483052684256,122.054817922297,173.752921533087,"1H-Pyrazole-1-carboxamide, 4-ethyl-4,5-dihydro-N-phenyl-5-propyl-",57.5214314396875,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
251,23.9241439237899,482.998608427659,301.038099688527,Didecyl ethylphosphonate,52.5196077414287,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
39,23.9320972116692,125.303641108431,165.591162868828,(4-Methoxy-phenyl)-naphthalen-2-ylmethylene-amine,60.419381539804,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
264.23,23.9392520661294,1054.45462705229,192.841996523193,"1-Ethanone, 1-[6-acetyl-9-(2-methylpropyl)-9H-carbazol-3-yl]-",50.6482153715105,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
328,23.9666566834459,735.630252683637,285.938695517743,"2,2'-Spirobis(naphtho[1,8-de][1,3]dioxin)",51.943362808329,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
163,24.0089665538613,1367.98078874399,242.050301189582,"Malonic acid, 2-(2,3-dihydro-benzo[b]thiophen-5-yl)-2-hydroxy-, dimethyl ester",55.8339993169831,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
45,24.0441653467809,2139.56986614991,2622.24091995018,"Boronic acid, ethyl-",63.4566618547911,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
43.94,24.0837460748223,398.956180541993,1057.22173510434,"2,5-Dimethoxy-4-propylamphetamine",77.7023457714626,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
156,24.1089584538116,587.242374862688,1092.25925869838,"1H-1,2,4-Triazol-1-acetic acid, 3-amino-, methyl ester",64.1075052686524,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
354.28,24.1101403525984,1070.10808200078,366.37931575164,"1,3-Difluoro-5-pentafluorophenyldimethylsilyloxybenzene",50.8445122251315,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
95.99,24.136644670645,422.279697205769,1006.92091894505,5-Methyl-4-hexene-1-yl acetate,71.102795041003,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
190.95,24.1373038391478,3986.3152797699,337.807648961769,"Isophthalic acid, 2,7-dimethyloct-7-en-5-yn-4-yl propyl ester",56.5484595406461,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
156.08,24.1420145790087,208.909159400938,148.022307090277,"2,5-Furandicarboxylic acid",55.0329343640603,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
78,24.1575958428237,192.195662741616,123.903723496098,"Benzoic acid, 2-(diphenylphosphino)-",53.0545649550946,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
44,24.1833179114403,338.555000976558,1605.90452270955,"Cyclopentene, 3,3'-oxybis-",64.3900591798106,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
210,24.1856508465484,3720.28453062821,5608.50511156346,"N-(2,4-Dinitrophenyl)glycine, N-methyl-, methyl ester",54.773625793349,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
98,24.1870282507615,1338.08128621673,3019.18206217288,"2-Thiopheneacetamide, N-octyl-",58.6920884082039,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
45.97,24.1907029118348,130.966381334303,196.507238904956,"Pyridin-2(1H)-one, 4-methyl-3,6-diphenyl-",51.0730012062854,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
57.06,24.1975281276693,1316.61152474307,4732.40703632953,"D-Alanine, N-ethoxycarbonyl-, tetradecyl ester",54.2633060728219,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
97,24.1977663436848,669.891661024695,1698.06850041606,2-Butyn-1-al diethyl acetal,53.9977562049585,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
154,24.2003397883072,213.553780855687,343.196922468309,"2,2,2-trifluoro-N-(1-(3-methoxy-4-methylphenyl)propan-2-yl)-N-methylacetamide",51.2967273924418,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
154.04,24.2015772804131,208.688318857498,516.156481846049,"2-Cyclohexen-3-ol-1-one, 2-[1-iminoethyl]-",74.8603294571837,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
342.96,24.2058220645961,346.821834558721,222.956589810721,"Silane, diethyldecyloxyoctyloxy-",70.8819076236816,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
98.01,24.2062288425543,1541.59203231241,604.261970251704,"2,7-Bis-(2-piperidin-1-yl-ethoxy)-fluoren-9-one oxime",52.9343999574888,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
57.05,24.2118449241384,2085.03894541931,384.399770752002,"1,1-Dimethylethyloxycarbonic acid 4-ethenylphenyl ester",57.7290501368385,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
57.01,24.215782032632,830.931673869695,4349.01541033197,"Acetamide, N-tetrahydrofurfuryl-2-acetoxy-",57.2133997263516,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
98,24.2248904933156,1889.86787918216,4953.05500618682,"18-Methyl-nonadecane-1,2-diol, isopropylidene derivative",52.4454891998061,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
57,24.2294338621394,1210.20869771699,1742.84585770931,"5-Ethyl-1H-1,2,4-triazol-3-amine",55.6471429751123,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
98,24.2300725176377,1376.72419631002,13275.9228938764,"18-Methyl-nonadecane-1,2-diol, isopropylidene derivative",53.0131487297192,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
83,24.2347702458494,1021.27890431596,5448.93758532367,"18-Methyl-nonadecane-1,2-diol, isopropylidene derivative",62.117772214117,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
97.99,24.2357695472949,1889.86787918216,9436.30025397499,"18-Methyl-nonadecane-1,2-diol, isopropylidene derivative",53.7745187123327,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
98,24.2381690468235,873.656626106259,213.817208636411,"1H-1,2,4-Triazol-3-amine, 5-methyl-",56.5102699577949,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
69,24.2449893710451,5069.08025118159,13275.6333651206,2-Cyano-2-O-fluorosulfatofluoropropane,61.519973676123,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
97,24.2486959486801,866.585723087318,3653.59059208134,2-[(2-Thienylmethyl)amino]-1-butanol,52.9774933613314,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
115.96,24.258153951901,488.365381032967,1739.16907038646,"D-Alanine, N-ethoxycarbonyl-, heptyl ester",57.155291716272,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
83.04,24.2705958620116,1016.39431710338,242.498125787849,"Benzoic acid, 4-phenoxy-, methyl ester",56.3444779594365,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
136,24.2705984891051,678.686093435291,221.167040482467,"2-Methyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine",51.0330226258057,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
210,24.3391711218864,181.30145997619,715.529207737496,"N-{5-Methyl-3-oxo-1H,2H,3H-cyclopenta[a]naphthalen-4-yl}benzamide",51.664060321596,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
95.96,24.3503180809166,444.070070838922,1498.78352641144,Methyl 3-hydroxy-2-pyrazinecarboxylate,55.3075434570046,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
315,24.3608488742746,710.510517398824,375.664897250625,"5,6,4'-Trihydroxy-7,8-dimethoxyflavone",69.5102924185819,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
315,24.3672511162784,598.866160522456,425.028206178035,"5,6,4'-Trihydroxy-7,8-dimethoxyflavone",64.9942675257356,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
73,24.3673297333645,516.524874389924,368.665758559231,"3,5-Dinitrocatechol, 2TMS derivative",54.4238498822979,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
191.92,24.3726520762857,7373.20464440916,14003.200007121,"Valine, N-methyl-N-(2-chloroethoxycarbonyl)-, hexadecyl ester",56.7008506959711,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
192,24.3726619974507,7373.20464440916,15077.3797795438,Methyl 3-oxo-4-phenylbutanoate,52.7603237664597,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
315,24.3763599196152,1166.69462682724,507.34150560914,"5,6,4'-Trihydroxy-7,8-dimethoxyflavone",64.539193596722,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
314.93,24.3870224875224,988.749057883244,380.407571304673,"Silane, diethylpentyloxyundecyloxy-",71.8650429658339,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
315,24.3879098545024,679.686875896488,439.732550416751,"Silane, diethyldecyloxyisohexyloxy-",57.8209119657141,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
155.93,24.393119322904,210.897189068346,181.360291297158,"Benzaldehyde, 3-fluoro-4,5-dihydroxy-",64.3199593390416,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
148.97,24.401180350054,1787.25361721508,1267.44095562893,"Phthalic acid, butyl 3-methylbutyl ester",52.2091812420713,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
148.92,24.4017843942555,422.863042018899,298.173045882498,"Phthalic acid, heptyl phenyl ester",54.0395154111222,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
149,24.4077445847982,1803.6122789735,1988.32772749016,"Phthalic acid, di(6-methylhept-2-yl) ester",68.9324239949831,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
148.99,24.4081748551592,1521.94429436777,2923.03336935075,"Phthalic acid, heptadecyl 6-methylhept-2-yl ester",57.2721529159368,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
149,24.4089814595855,1521.94429436777,967.100796453783,"Phthalic acid, heptadecyl 6-methylhept-2-yl ester",61.1407772358252,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
148.98,24.4095008273782,1090.05388295527,837.330339476174,"Phthalic acid, isoporpyl octyl ester",64.9262331293869,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
148.99,24.4100678659383,1065.25137260668,619.800847820806,"Phthalic acid, di(cycloheptyl) ester",72.540817763807,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
148.97,24.4100766475651,1335.19111178607,2881.5995625055,"Phthalic acid, bis(2-pentyl) ester",70.7645391764369,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
149,24.4103910987272,1137.825564961,2591.66671795432,"Phthalic acid, bis(2-pentyl) ester",67.3736200447444,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
148.99,24.4108746793737,1025.522023302,4684.12739767691,"Phthalic acid, di(2-propylpentyl) ester",74.154079101504,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
148.97,24.4115089723302,998.726785911115,10015.7287854955,"Phthalic acid, di(2-propylpentyl) ester",61.1568339066371,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
148.98,24.4115905198016,1222.2649512863,4309.61129431658,"Phthalic acid, bis(2-pentyl) ester",67.0872448182469,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
148.95,24.4118032127379,1111.72923370786,2436.13029001224,"1,2-Benzenedicarboxylic acid, mono(1-methylheptyl) ester, (.+/-.)-",67.606667538029,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
149,24.4118100776608,1049.98320149949,8992.74828511754,"Phthalic acid, 2-ethylhexyl isobutyl ester",70.0821965084809,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
149,24.4124727834789,1278.70754277738,2258.14961633334,"Phthalic acid, heptyl tridec-2-yn-1-yl ester",62.6705848226817,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
149,24.4127864200377,1008.04490933434,3124.45548147925,"Phthalic acid, butyl 3-methylbutyl ester",73.4313046539903,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
167.05,24.4132739353747,481.834493345256,1277.2928513385,"1,3-Benzodioxole-5,6-dione, 5-oxime",50.2079413699844,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
149.04,24.4134039040142,1278.70754277738,2345.27407305089,"Phthalic acid, di(hept-3-yl) ester",74.7693507406032,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
148.95,24.4140320486604,1517.83487151335,985.386122399934,"Phthalic acid, cyclobutyl tridecyl ester",67.9830068928095,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
149,24.4144317081446,1352.62479024342,518.902552788173,"Phthalic acid, bis(2-pentyl) ester",65.94723534909,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
148.97,24.4146379849673,1190.13589219823,2854.60325688401,"Phthalic acid, di(hept-3-yl) ester",64.846135545269,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
149,24.4150441968005,1512.68056040952,602.188447718197,"Phthalic acid, bis(2-pentyl) ester",62.6537155501575,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
149,24.4155106662935,1421.80475017171,3345.02485046608,"Phthalic acid, octyl 2-propylpentyl ester",68.4828015361598,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
148.99,24.4160197680664,1512.68056040952,2465.45523248037,"Phthalic acid, bis(2-pentyl) ester",67.6510421323586,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
148.96,24.4161777704626,1341.87089234165,3016.75498854071,"Phthalic acid, bis(2-pentyl) ester",63.2025663093737,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
149,24.4175634853944,1341.87089234165,4579.63777632986,"Phthalic acid, di(hept-2-yl) ester",62.989242043308,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
149,24.4178371292723,1517.83487151335,4888.19669796902,"Phthalic acid, octyl 2-propylpentyl ester",63.8995431412213,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
149,24.4190330868732,1025.522023302,1046.82051501512,"Phthalic acid, di(2-propylpentyl) ester",63.6669043500898,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
57.03,24.4224892024131,500.041904739372,1944.80614397436,"Succinic acid, 2-methylhex-3-yl 3-methyl-4-nitrobenzyl ester",52.333560999352,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
76.94,24.4257588489543,2659.71219323158,435.643744202907,"Methanol, (1,4-dihydrophenyl)-",52.5822202353063,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
130.98,24.4689649718636,954.580243427264,172.391991593469,3-(Hydroxyimino)-6-methylindolin-2-one,70.148533118289,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
83,24.4774300110065,182.543513555524,390.357905249268,3-Amino-5-(4-methoxyphenyl)cyclohex-2-en-1-one,56.5770665773563,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
158,24.4792262929742,471.452780123168,125.510821839537,"Benzenesulfonamide, N-[2-(2,5-dimethyl-1H-indol-3-yl)ethyl]-2,3,4-trimethyl-",65.7412446896173,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
147.99,24.4961880475725,6363.46930545806,10878.3401945313,2-Furyl 4-dimethylamino-alpha-hydroxybenzyl ketone,54.9289175289277,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
